Executed on: 2023-09-21 02:33:35.750182
PFP client version: 1.11.0
Model version: v3.0.0
Calculation mode: CRYSTAL_PLUS_D3
Method type: PFVM
****************************************
Examining NCM622 ...
  Importing initial (known) stable/unstable structures ...
    Supercell size: 5 × 4 × 1
    Number of atoms (perfect): 240
    Cell parameters (a, b, c): 2.873440, 2.877225, 14.130600
    Structural parameter range (min, max): 0.000000, 0.500000
    Number of discrete structural parameters: 60
    Structural parameter spacing: 0.008475
  Importing energies and 1-D DOS from previous WL simlation ...
    Energy range (min, max): -1075.388829, -1064.828767
    Number of energy states: 60
    Energy spacing (eV): 0.178984
  Performing multicanonical Monte Carlo (MCMC) sampling ...
    Number of NNP-neighbors: 11400
    Maximum number of Monte Carlo steps: 10000000
    Trial move style: swap
    -- MCMC Step: 03590000 	Time(s): 1004724.015983
    -- MCMC Step: 03600000 	Time(s): 1009081.630261
    -- MCMC Step: 03610000 	Time(s): 1013523.206744
    -- MCMC Step: 03620000 	Time(s): 1018067.995184
    -- MCMC Step: 03630000 	Time(s): 1022773.113516
    -- MCMC Step: 03640000 	Time(s): 1026926.769859
    -- MCMC Step: 03650000 	Time(s): 1031188.648592
    -- MCMC Step: 03660000 	Time(s): 1035336.704561
    -- MCMC Step: 03670000 	Time(s): 1039054.659286
    -- MCMC Step: 03680000 	Time(s): 1043029.632100
    -- MCMC Step: 03690000 	Time(s): 1047067.970059
    -- MCMC Step: 03700000 	Time(s): 1050649.445002
    -- MCMC Step: 03710000 	Time(s): 1054723.047550
    -- MCMC Step: 03720000 	Time(s): 1058859.695064
    -- MCMC Step: 03730000 	Time(s): 1062916.755428
    -- MCMC Step: 03740000 	Time(s): 1067108.186857
    -- MCMC Step: 03750000 	Time(s): 1071504.839949
    -- MCMC Step: 03760000 	Time(s): 1075791.280687
    -- MCMC Step: 03770000 	Time(s): 1080101.539804
    -- MCMC Step: 03780000 	Time(s): 1084389.117192
    -- MCMC Step: 03790000 	Time(s): 1088595.327840
    -- MCMC Step: 03800000 	Time(s): 1092569.807428
    -- MCMC Step: 03810000 	Time(s): 1096522.281486
    -- MCMC Step: 03820000 	Time(s): 1100350.879177
    -- MCMC Step: 03830000 	Time(s): 1104165.527902
    -- MCMC Step: 03840000 	Time(s): 1107784.558824
    -- MCMC Step: 03850000 	Time(s): 1111452.396329
    -- MCMC Step: 03860000 	Time(s): 1115299.873532
    -- MCMC Step: 03870000 	Time(s): 1119350.115670
    -- MCMC Step: 03880000 	Time(s): 1123042.569021
    -- MCMC Step: 03890000 	Time(s): 1127147.812651
    -- MCMC Step: 03900000 	Time(s): 1131259.270257
    -- MCMC Step: 03910000 	Time(s): 1135046.938850
    -- MCMC Step: 03920000 	Time(s): 1138899.303395
    -- MCMC Step: 03930000 	Time(s): 1142903.681612
    -- MCMC Step: 03940000 	Time(s): 1146804.823817
    -- MCMC Step: 03950000 	Time(s): 1150688.886952
    -- MCMC Step: 03960000 	Time(s): 1154984.510441
    -- MCMC Step: 03970000 	Time(s): 1159349.081283
    -- MCMC Step: 03980000 	Time(s): 1163729.719269
    -- MCMC Step: 03990000 	Time(s): 1167887.437110
    -- MCMC Step: 04000000 	Time(s): 1171966.089552
    -- MCMC Step: 04010000 	Time(s): 1176004.408015
    -- MCMC Step: 04020000 	Time(s): 1179806.218757
    -- MCMC Step: 04030000 	Time(s): 1183509.431960
    -- MCMC Step: 04040000 	Time(s): 1187123.975750
    -- MCMC Step: 04050000 	Time(s): 1190767.692507
    -- MCMC Step: 04060000 	Time(s): 1194430.589365
    -- MCMC Step: 04070000 	Time(s): 1197990.167901
    -- MCMC Step: 04080000 	Time(s): 1201641.019410
    -- MCMC Step: 04090000 	Time(s): 1205027.441111
    -- MCMC Step: 04100000 	Time(s): 1208173.605549
    -- MCMC Step: 04110000 	Time(s): 1211593.564663
    -- MCMC Step: 04120000 	Time(s): 1214896.443963
    -- MCMC Step: 04130000 	Time(s): 1218197.956327
